latitude,longitude,free_bikes,names,ratings,locations,distances,price,popularity,total_photos,total_ratings
49.269361,-123.13782,8,The Keg Steakhouse & Bar,8.0,"1499 Anderson St, Vancouver BC V6H 3R5",256,3.0,0.9870235814156438,124.0,117.0
49.269361,-123.13782,8,Paper-Ya,8.7,"1666 Johnston St (in the Net Loft), Vancouver BC V6H 3S2",311,,0.9565745290356852,65.0,48.0
49.269361,-123.13782,8,Cheesecake Etc,8.6,"2141 Granville St (at W 6th Ave), Vancouver BC V6H 3E9",329,1.0,0.9838743336305515,188.0,157.0
49.269361,-123.13782,8,A Bread Affair,8.8,"1680 Johnston St (at Duranleau St), Vancouver BC V6H 3S2",369,1.0,0.975318244768644,62.0,48.0
49.269361,-123.13782,8,Granville Island Public Market,9.1,"1689 Johnston St (at Johnston St), Vancouver BC V6H 3R9",393,,0.9996964580448104,2427.0,1683.0
49.269361,-123.13782,8,Beaucoup Bakery & Cafe,9.0,"2150 Fir St (at W 6th Ave), Vancouver BC V6J 3B5",391,2.0,0.9620572556012976,379.0,283.0
49.269361,-123.13782,8,Paul's Place Restaurant & Omelettery,8.1,"2211 Granville St (at 6th Ave.), Vancouver BC V6H 3G1",383,1.0,0.9410749179488151,110.0,113.0
49.2653,-123.13811,6,Eq3,7.9,"2536 Granville St, Vancouver BC V6H 3G8",31,,0.8836865170457779,21.0,18.0
49.2653,-123.13811,6,Paul's Place Restaurant & Omelettery,8.1,"2211 Granville St (at 6th Ave.), Vancouver BC V6H 3G1",83,1.0,0.9410749179488151,110.0,113.0
49.2653,-123.13811,6,Cheesecake Etc,8.6,"2141 Granville St (at W 6th Ave), Vancouver BC V6H 3E9",133,1.0,0.9838743336305515,188.0,157.0
49.2653,-123.13811,6,Salade de Fruits Inc,8.6,"1551 7th Ave W (btwn Fir & Granville), Vancouver BC V6J 1S1",134,3.0,0.9480563829181764,78.0,54.0
49.2653,-123.13811,6,Beaucoup Bakery & Cafe,9.0,"2150 Fir St (at W 6th Ave), Vancouver BC V6J 3B5",227,2.0,0.9620572556012976,379.0,283.0
49.2653,-123.13811,6,Lin's Chinese Cuisine and Tea House,8.0,"1537 Broadway W (Granville St), Vancouver BC V6J 1W6",204,2.0,0.9537288232057824,101.0,89.0
49.2653,-123.13811,6,Indigo,7.9,"2505 Granville St (at W Broadway), Vancouver BC V6H 3G7",239,,0.993948132268407,173.0,150.0
49.2653,-123.13811,6,Suika,8.7,"1626W Broadway W (btwn Fir & Pine), Vancouver BC V6J 1X6",324,2.0,0.972396653449944,488.0,219.0
49.2653,-123.13811,6,Pottery Barn,7.8,"2600 Granville St (at W 10th Ave.), Vancouver BC V6H 3H8",307,,0.9409041755990212,13.0,18.0
49.2653,-123.13811,6,Wild Birds Unlimited Inc,8.2,"1302 Broadway W (at Birch Street), Vancouver BC V6H 1H2",373,,0.8995086414600368,22.0,9.0
49.262598,-123.138921,3,Pottery Barn,7.8,"2600 Granville St (at W 10th Ave.), Vancouver BC V6H 3H8",34,,0.9409041755990212,13.0,18.0
49.262598,-123.138921,3,Indigo,7.9,"2505 Granville St (at W Broadway), Vancouver BC V6H 3G7",66,,0.993948132268407,173.0,150.0
49.262598,-123.138921,3,Stanley Industrial Alliance Stage,8.6,"2750 Granville St (12th Avenue), Vancouver BC V6H 3J3",138,,0.9520972851966384,143.0,47.0
49.262598,-123.138921,3,Lin's Chinese Cuisine and Tea House,8.0,"1537 Broadway W (Granville St), Vancouver BC V6J 1W6",140,2.0,0.9537288232057824,101.0,89.0
49.262598,-123.138921,3,Suika,8.7,"1626W Broadway W (btwn Fir & Pine), Vancouver BC V6J 1X6",221,2.0,0.972396653449944,488.0,219.0
49.262598,-123.138921,3,Heirloom Vegetarian,7.7,"1509 12th Ave W (at Granville St), Vancouver BC V6J 2E2",188,2.0,0.964940904175599,168.0,144.0
49.262598,-123.138921,3,Salade de Fruits Inc,8.6,"1551 7th Ave W (btwn Fir & Granville), Vancouver BC V6J 1S1",317,3.0,0.9480563829181764,78.0,54.0
49.262598,-123.138921,3,Williams-Sonoma,8.4,"2903 Granville St (at West 13th), Vancouver BC V6H 3J6",320,,0.882662062947013,14.0,18.0
49.262598,-123.138921,3,Heirloom Juice Co,7.6,"2861 Granville St, Vancouver BC V6H 3J4",262,1.0,0.8603707006127753,6.0,9.0
49.262598,-123.138921,3,Eq3,7.9,"2536 Granville St, Vancouver BC V6H 3G8",301,,0.8836865170457779,21.0,18.0
49.25894,-123.139272,2,Small Victory,8.9,"3070 Granville St, Vancouver BC V6H 3J8",89,1.0,0.9595720058431826,41.0,27.0
49.25894,-123.139272,2,Williams-Sonoma,8.4,"2903 Granville St (at West 13th), Vancouver BC V6H 3J6",90,,0.882662062947013,14.0,18.0
49.25894,-123.139272,2,Anthropologie,7.9,"2912 Granville St, Vancouver BC V6H 3J7",74,,0.9305458063781752,37.0,31.0
49.25894,-123.139272,2,Stable House Bistro,7.7,"1520 13th Ave W (at Granville St), Vancouver BC V6J 2G4",89,,0.9279846711312628,49.0,22.0
49.25894,-123.139272,2,Heirloom Juice Co,7.6,"2861 Granville St, Vancouver BC V6H 3J4",147,1.0,0.8603707006127753,6.0,9.0
49.25894,-123.139272,2,Heirloom Vegetarian,7.7,"1509 12th Ave W (at Granville St), Vancouver BC V6J 2E2",219,2.0,0.964940904175599,168.0,144.0
49.25894,-123.139272,2,Stanley Industrial Alliance Stage,8.6,"2750 Granville St (12th Avenue), Vancouver BC V6H 3J3",279,,0.9520972851966384,143.0,47.0
49.25894,-123.139272,2,Pottery Barn,7.8,"2600 Granville St (at W 10th Ave.), Vancouver BC V6H 3H8",404,,0.9409041755990212,13.0,18.0
49.25894,-123.139272,2,Indigo,7.9,"2505 Granville St (at W Broadway), Vancouver BC V6H 3G7",472,,0.993948132268407,173.0,150.0
49.25894,-123.139272,2,Suika,8.7,"1626W Broadway W (btwn Fir & Pine), Vancouver BC V6J 1X6",535,2.0,0.972396653449944,488.0,219.0
49.258763,-123.115392,7,Indian Roti Kitchen,8.4,"2961 Cambie St, Vancouver BC V5Z 2V7",30,2.0,0.9053897668418356,4.0,33.0
49.258763,-123.115392,7,Passion8 Dessert Cafe,8.0,"3010 Cambie St, Vancouver BC V5Z 2V9",48,1.0,0.9468611864696174,28.0,32.0
49.258763,-123.115392,7,Vij's,8.9,"3106 Cambie St (at W 15th Ave), Vancouver BC V5Z 2W2",139,2.0,0.9633093661664548,66.0,113.0
49.258763,-123.115392,7,Dutch Wooden Shoe Cafe,7.8,"3292 Cambie St (at W 17 Ave.), Vancouver BC V5Z 2W4",294,1.0,0.9435981104513288,116.0,42.0
49.258763,-123.115392,7,Biercraft Bistro,8.1,"3305 Cambie St (at 17th Ave.), Vancouver BC V5Z 2W6",328,3.0,0.8879171330462332,265.0,155.0
49.258763,-123.115392,7,Rain or Shine,8.8,"3382 Cambie St (18th Ave), Vancouver BC V5Z 2W5",404,1.0,0.9739333345980916,99.0,78.0
49.258763,-123.115392,7,Lemonade Gluten Free Bakery,8.2,"3385 Cambie St (W.17th and W.19th Ave), Vancouver BC V5Z 2W6",400,1.0,0.8910474094591262,27.0,31.0
49.258763,-123.115392,7,Corduroy Pie Co,8.6,"758 16th Ave W (Willow), Vancouver BC V5Z 1S7",466,1.0,0.8580372218322552,15.0,18.0
49.258763,-123.115392,7,Potluck Hawker Eatery,8.2,"3424 Cambie St (b/w W. 18th Avenue & W. 19th Avenue), Vancouver BC V5Z 2W8",470,2.0,0.9343021380736468,31.0,12.0
49.258763,-123.115392,7,Elysian Coffee Broadway,8.2,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",509,1.0,0.9569918992240708,171.0,199.0
49.266724,-123.104824,5,Pure Bread,8.7,"5 5th Ave E (Ontario Street), Vancouver BC V5T 1G7",25,1.0,0.948189182523572,18.0,24.0
49.266724,-123.104824,5,The Juice Truck,8.8,"28 5th Ave W (btwn Manitoba & Ontario), Vancouver BC V5Y 1H5",59,1.0,0.9066987915235908,26.0,38.0
49.266724,-123.104824,5,R & B Brewing Inc,8.6,"54B 4th Ave E (btwn Ontario & Quebec), Vancouver BC V5T 1E8",123,2.0,0.9771774392441804,121.0,69.0
49.266724,-123.104824,5,Elysian Coffee,9.0,"2301 Ontario St (at 7th Ave), Vancouver BC V5T 2X5",233,1.0,0.9527423118514162,76.0,78.0
49.266724,-123.104824,5,Faculty Brewing Co,8.3,"1830 Ontario St (at E 2nd Ave), Vancouver BC V5T 2W6",219,2.0,0.9526853977348182,118.0,58.0
49.266724,-123.104824,5,Argo Cafe,7.7,"1836 Ontario St (at 3rd Ave.), Vancouver BC V5T 2W6",206,1.0,0.9318548310599306,43.0,36.0
49.266724,-123.104824,5,Earnest Ice Cream,9.3,"1829 Quebec St (at E 2nd Ave), Vancouver BC V5T 2Z3",296,1.0,0.9818254254330216,267.0,298.0
49.266724,-123.104824,5,33 Acres Brewing Co,9.4,"15 8th Ave W (btwn Manitoba & Ontario), Vancouver BC V5Y 1M8",320,2.0,0.9658894727855666,596.0,379.0
49.266724,-123.104824,5,Brassneck Brewery,8.5,"2148 Main St (btwn E 5th & 6th Ave), Vancouver BC V5T 3C5",324,2.0,0.9672364402117204,415.0,287.0
49.266724,-123.104824,5,Cartems Donuterie,8.4,"2152 Main Mall (6th), Vancouver BC V6T 1Z4",326,1.0,0.9287245546470376,82.0,73.0
49.262141,-123.101961,9,The Cascade Room,8.6,"2616 Main St (at 10th Ave), Vancouver BC V5T 3E6",88,2.0,0.92923678169642,140.0,200.0
49.262141,-123.101961,9,Fable Diner,8.4,"151 Broadway E (Main), Vancouver BC V5T 1W1",95,2.0,0.9350420215894216,65.0,71.0
49.262141,-123.101961,9,Bean Around the World,7.9,"2528 Main St (at East Broadway), Vancouver BC V5T 3E4",85,1.0,0.9316461459657376,29.0,32.0
49.262141,-123.101961,9,Pulpfiction Books,8.9,"2422 Main St, Vancouver BC V5T 3E2",180,,0.9258788488171348,15.0,43.0
49.262141,-123.101961,9,La Petite Cuillere,8.6,"55 Kingsway (at 8th Ave.), Vancouver BC V5T 3J1",215,2.0,0.903037316689116,54.0,25.0
49.262141,-123.101961,9,Sing Sing Beer Bar,7.5,"2718 Main St, Vancouver BC V5T 3E8",203,,0.9848987877293164,25.0,16.0
49.262141,-123.101961,9,33 Acres Brewing Co,9.4,"15 8th Ave W (btwn Manitoba & Ontario), Vancouver BC V5Y 1M8",309,2.0,0.9658894727855666,596.0,379.0
49.262141,-123.101961,9,Elysian Coffee,9.0,"2301 Ontario St (at 7th Ave), Vancouver BC V5T 2X5",351,1.0,0.9527423118514162,76.0,78.0
49.262141,-123.101961,9,49th Parallel Coffee Roast,8.6,"2902 Main St (at E 13th Ave), Vancouver BC V5T 3G3",342,2.0,0.9715429417009732,900.0,562.0
49.262141,-123.101961,9,Main Street Brewing Co,8.2,"261 7th Ave E (at Scotia St), Vancouver BC V5T 0B8",338,2.0,0.9431427975185444,211.0,110.0
49.268269,-123.147885,15,Romer's Burger Bar,8.7,"1873 4th Ave W (btwn Cypress & Burrard), Vancouver BC V6J 1M4",43,2.0,0.9601980611257612,172.0,196.0
49.268269,-123.147885,15,Rain or Shine Ice Cream,8.9,"1926 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",68,3.0,0.9824894234599988,191.0,196.0
49.268269,-123.147885,15,Fable,8.9,"1944 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",88,2.0,0.930963176566561,251.0,202.0
49.268269,-123.147885,15,Indian Oven Restaurant Ltd,8.8,"2006 4th Ave W (at Maple St), Vancouver BC V6J 1M9",195,2.0,0.8782796759689628,10.0,41.0
49.268269,-123.147885,15,Las Margaritas,7.4,"1999 4th Ave W (at Maple St), Vancouver BC V6J 1M7",165,2.0,0.9737625922482972,211.0,172.0
49.268269,-123.147885,15,Cineplex Cinemas,8.1,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",225,,0.9763426988674092,84.0,131.0
49.268269,-123.147885,15,AnnaLena,8.8,"1809 1st Ave W (btwn Cypress & Chestnut), Vancouver BC V6J 5B8",284,,0.9640113069378308,84.0,75.0
49.268269,-123.147885,15,Their There,8.0,"2042 4th Ave W, Vancouver BC V6J 1M9",255,1.0,0.953102767923204,45.0,28.0
49.268269,-123.147885,15,Elysian Room,7.6,"1778 5th Ave W (at Burrard St), Vancouver BC V6J 1P2",230,2.0,0.9349851074728236,47.0,60.0
49.268269,-123.147885,15,Lululemon Athletica,8.8,"2123 4th Ave W (at Arbutus St), Vancouver BC V6K 1N7",383,,0.9775568666881675,35.0,69.0
49.275717,-123.142564,15,Vanier Park,8.9,"1695 Whyte Ave (Chestnut), Vancouver BC",32,,0.9723207679611466,267.0,74.0
49.275717,-123.142564,15,Bard on the Beach Theatre Society,8.1,"1100 Chestnut St, Vancouver BC V6J 3J9",123,,0.9663827284627498,188.0,67.0
49.275717,-123.142564,15,Museum of Vancouver,8.3,"1100 Chestnut St, Vancouver BC V6J 3J9",142,,0.9744265902752746,339.0,110.0
49.275717,-123.142564,15,H.R. MacMillan Space Ctr,6.9,"1100 Chestnut St, Vancouver BC V6J 3J9",154,,0.8910663808313255,141.0,67.0
49.275717,-123.142564,15,Siegel's Bagels,8.8,"1883 Cornwall Ave (at Cypress St), Vancouver BC V6J 1C6",478,1.0,0.9854869002674964,154.0,158.0
49.275717,-123.142564,15,Hadden Park,7.8,"1905 Ogden Ave (Cypress St), Vancouver BC V6J 1A3",442,,0.9848608449849178,74.0,18.0
49.275717,-123.142564,15,Vancouver Maritime Museum,7.5,"1905 Ogden Ave (in Vanier Park), Vancouver BC V6J 1A3",414,,0.9648650186868016,159.0,41.0
49.275717,-123.142564,15,Kits Point Dog Beach,8.1,"Ogden Ave (at Cypress), Vancouver BC",530,,0.9885956842987071,120.0,28.0
49.275717,-123.142564,15,A Bread Affair,8.8,"1680 Johnston St (at Duranleau St), Vancouver BC V6H 3S2",607,1.0,0.975318244768644,62.0,48.0
49.275717,-123.142564,15,Granville Island Publishing,8.9,"1656 Duranleau St, Vancouver BC V6H 3S4",627,,0.96607918650756,57.0,25.0
49.276436,-123.11877,5,Tacofino,9.0,"1025 Mainland St (Nelson), Vancouver BC V6B 5P9",44,1.0,0.968773121359868,41.0,94.0
49.276436,-123.11877,5,The Keg Steakhouse + Bar - Yaletown,8.2,"1011 Mainland St (at Nelson St), Vancouver BC V6B 5P9",52,3.0,0.9727950522661304,249.0,210.0
49.276436,-123.11877,5,Angus T,8.9,"1036 Mainland St, Vancouver BC V6B 2T4",96,1.0,0.9421373147919788,52.0,26.0
49.276436,-123.11877,5,The Parlour,8.7,"1011 Hamilton St (btwn Nelson & Helmcken), Vancouver BC V6B 5T4",103,2.0,0.9619244559959022,223.0,223.0
49.276436,-123.11877,5,Blue Water Cafe + Raw Bar,9.1,"1095 Hamilton St (at Helmcken St), Vancouver BC V6B 5T4",171,4.0,0.9664775853237464,381.0,317.0
49.276436,-123.11877,5,La Terrazza,8.9,"1088 Cambie St (at Pacific Blvd.), Vancouver BC V6B 6J5",176,4.0,0.9513574016808636,29.0,34.0
49.276436,-123.11877,5,Small Victory Bakery,8.9,"1088 Homer St (btwn Helmcken & Nelson), Vancouver BC V6B 2W9",186,1.0,0.9844624461687314,215.0,268.0
49.276436,-123.11877,5,Minami Restaurant,9.0,"1118 Mainland St (at Helmcken St.), Vancouver BC V6B 2T9",194,3.0,0.9346246514010358,569.0,326.0
49.276436,-123.11877,5,Lupo Restaurant & Vinoteca,8.6,"869 Hamilton St (btwn Smithe & Robson), Vancouver BC V6B 2R7",210,2.0,0.9712393997457835,87.0,120.0
49.276436,-123.11877,5,Mister,8.8,"1141 Mainland St (btwn Davie & Helmcken), Vancouver BC V6B 5P2",239,1.0,0.9652444461307886,109.0,85.0
49.277844,-123.120942,7,Nero Belgian Waffle Bar,9.1,"1002 Seymour St (Seymour and Nelson), Vancouver BC V6B 3M6",103,1.0,0.9735349357819052,111.0,112.0
49.277844,-123.120942,7,The Parlour,8.7,"1011 Hamilton St (btwn Nelson & Helmcken), Vancouver BC V6B 5T4",136,2.0,0.9619244559959022,223.0,223.0
49.277844,-123.120942,7,Small Victory Bakery,8.9,"1088 Homer St (btwn Helmcken & Nelson), Vancouver BC V6B 2W9",150,1.0,0.9844624461687314,215.0,268.0
49.277844,-123.120942,7,Blue Water Cafe + Raw Bar,9.1,"1095 Hamilton St (at Helmcken St), Vancouver BC V6B 5T4",186,4.0,0.9664775853237464,381.0,317.0
49.277844,-123.120942,7,Tacofino,9.0,"1025 Mainland St (Nelson), Vancouver BC V6B 5P9",193,1.0,0.968773121359868,41.0,94.0
49.277844,-123.120942,7,The Keg Steakhouse + Bar - Yaletown,8.2,"1011 Mainland St (at Nelson St), Vancouver BC V6B 5P9",173,3.0,0.9727950522661304,249.0,210.0
49.277844,-123.120942,7,Homer St. Cafe and Bar,8.7,"898 Homer St (at Smithe St.), Vancouver BC V6B 2W5",203,2.0,0.9738953918536928,228.0,191.0
49.277844,-123.120942,7,Angus T,8.9,"1036 Mainland St, Vancouver BC V6B 2T4",221,1.0,0.9421373147919788,52.0,26.0
49.277844,-123.120942,7,The Mexican,8.6,"1049 Granville St (btwn Nelson & Helmcken), Vancouver BC V6Z 1L4",241,1.0,0.9793781184193052,129.0,187.0
49.277844,-123.120942,7,The Orpheum,8.8,"601 Smithe St (btwn Smithe & Robson), Vancouver BC V6B 3L4",256,,0.9875927225816244,625.0,211.0
49.265089,-123.119425,6,Caffe Cittadella,8.6,"2310 Ash St (at W 7th Ave), Vancouver BC V5Z 3C2",153,2.0,0.954620477699152,137.0,81.0
49.265089,-123.119425,6,Dynasty Seafood Restaurant 皇朝海鮮酒家,7.6,"777 Broadway W, Vancouver BC V5Z 4J7",204,1.0,0.9819961677828156,182.0,105.0
49.265089,-123.119425,6,Elysian Coffee Broadway,8.2,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",261,1.0,0.9569918992240708,171.0,199.0
49.265089,-123.119425,6,Cactus Club Cafe Broadway + Ash,7.6,"575 West Broadway (at Ash St), Vancouver BC V5Z 1E6",243,3.0,0.983096507370378,107.0,96.0
49.265089,-123.119425,6,Whole Foods,8.5,"510 8th Ave W (at Cambie St), Vancouver BC V5Z 1C5",321,3.0,0.9968507522149076,431.0,364.0
49.265089,-123.119425,6,Menchies Frozen Yogurt,8.2,"2315 Cambie St (at W 7th Ave), Vancouver BC V5Z 2T9",320,1.0,0.9200166948075356,225.0,69.0
49.265089,-123.119425,6,Charleson Park,8.9,"999 Charleson St, Vancouver BC",429,,0.9949536149949726,332.0,59.0
49.265089,-123.119425,6,Gyu-Kaku BBQ,8.5,"950 Broadway W (at Laurel St), Vancouver BC V5Z 1K7",482,3.0,0.9322342585039176,60.0,81.0
49.265089,-123.119425,6,La Taqueria Pinche Taco Shop,8.5,"2450 Yukon St (at W Broadway), Vancouver BC V5Y 0A4",510,2.0,0.9206048073457154,283.0,366.0
49.265089,-123.119425,6,Body Energy Club,7.5,"555 12th Ave W (at City Square), Vancouver BC V5Z 3X7",485,,0.9026768606173284,12.0,10.0
49.28026,-123.135244,12,Little Sister's Book & Art Emporium,8.7,"1238 Davie St (btwn Bute & Jervis St.), Vancouver BC V6E 1N3",209,,0.9374893286031378,15.0,22.0
49.28026,-123.135244,12,Cobs Bread,8.6,"1160 Davie St (between Thurlow and Bute), Vancouver BC V6E 1N1",224,1.0,0.8521560964504563,27.0,26.0
49.28026,-123.135244,12,La Belle Patate,8.3,"1215 Davie St (Between Jervis & Bute), Vancouver BC V6E 1N4",224,2.0,0.9771205251275824,285.0,210.0
49.28026,-123.135244,12,Score on Davie,8.5,"1262 Davie St (btwn Jervis & Bute), Vancouver BC V6E 1N3",238,2.0,0.97748098119937,253.0,227.0
49.28026,-123.135244,12,Samurai Japanese Restaurant,7.8,"1108 Davie St (btwn Bute & Thurlow), Vancouver BC V6E 1N1",275,2.0,0.973914363225892,150.0,157.0
49.28026,-123.135244,12,Matchstick,7.7,"1305 Davie St, Vancouver BC V6E 1N5",273,1.0,0.9737246495038986,5.0,11.0
49.28026,-123.135244,12,Gurkha Himalayan Kitchen,7.5,"1141 Davie St (btwn Thurlow & Bute), Vancouver BC V6E 1N2",262,,0.977310238849576,38.0,24.0
49.28026,-123.135244,12,Thai Basil Restaurant,7.6,"1215 Thurlow St, Vancouver BC V6E 1X4",274,1.0,0.9728709377549278,73.0,64.0
49.28026,-123.135244,12,Cazba Restaurant,7.6,"1103 Davie St (at Thurlow St.), Vancouver BC V6E 1N2",309,2.0,0.948359924873366,134.0,126.0
49.28026,-123.135244,12,Banana Leaf,8.2,"1043 Davie St (b/t Burrard & Thurlow), Vancouver BC V6E 1M5",364,3.0,0.962455654417484,177.0,115.0
49.291909,-123.140713,8,Kingyo Izakaya 金魚居酒屋,8.9,"871 Denman St (btwn Haro & Barclay), Vancouver BC V6G 2L9",308,3.0,0.9700631746694238,790.0,379.0
49.291909,-123.140713,8,Peaked Pies,8.5,"975 Denman St, Vancouver BC V6G 2M3",309,,0.946899129214016,37.0,31.0
49.291909,-123.140713,8,Tavola,9.1,"1829 Robson St (at Denman St), Vancouver BC V6G 1E4",354,2.0,0.9320255734097248,98.0,84.0
49.291909,-123.140713,8,Khaghan Restaurant,7.8,"851 Denman St, Vancouver BC V6G 2L9",316,,0.9342641953292482,13.0,10.0
49.291909,-123.140713,8,Ayoub's Dried Fruits & Nuts,7.8,"986 Denman St, Vancouver BC V6G 2M1",319,,0.8984083018724744,44.0,18.0
49.291909,-123.140713,8,Banana Leaf,8.6,"1096 Denman St (btwn Comox & Pendrell St.), Vancouver BC V6G 2M8",400,3.0,0.8665363965775644,85.0,56.0
49.291909,-123.140713,8,Delany's Coffee House,8.1,"1105 Denman St (at Comox St.), Vancouver BC V6G 2M7",413,1.0,0.9797196031188936,63.0,77.0
49.291909,-123.140713,8,Chung Chun Rice Hotdog,8.4,"1795 Robson St, Vancouver BC V6G 1C9",436,2.0,0.9539564796721748,16.0,10.0
49.291909,-123.140713,8,Stanley Park English Bay Seawall,9.6,"Beach Ave (at Park Ln), Vancouver BC",483,,0.9997080146169618,846.0,220.0
49.291909,-123.140713,8,Brandon & Joanny's NOFRILLS Vancouver,7.8,"1030 Denman St (Nelson), Vancouver BC V6G 2M6",408,,0.99151979662689,258.0,80.0
49.293257,-123.138563,8,Tavola,9.1,"1829 Robson St (at Denman St), Vancouver BC V6G 1E4",261,2.0,0.9320255734097248,98.0,84.0
49.293257,-123.138563,8,Kingyo Izakaya 金魚居酒屋,8.9,"871 Denman St (btwn Haro & Barclay), Vancouver BC V6G 2L9",323,3.0,0.9700631746694238,790.0,379.0
49.293257,-123.138563,8,Khaghan Restaurant,7.8,"851 Denman St, Vancouver BC V6G 2L9",311,,0.9342641953292482,13.0,10.0
49.293257,-123.138563,8,Chung Chun Rice Hotdog,8.4,"1795 Robson St, Vancouver BC V6G 1C9",364,2.0,0.9539564796721748,16.0,10.0
49.293257,-123.138563,8,Spokes Bike Rentals,8.0,"1798 Georgia St W (at Denman), Vancouver BC V6G 2V7",349,,0.9910075695775076,53.0,98.0
49.293257,-123.138563,8,Peaked Pies,8.5,"975 Denman St, Vancouver BC V6G 2M3",404,,0.946899129214016,37.0,31.0
49.293257,-123.138563,8,Guu with Garlic,9.0,"1698 Robson St (at Bidwell St), Vancouver BC V6G 1C7",469,2.0,0.9515660867750564,377.0,238.0
49.293257,-123.138563,8,Aria Market,8.5,"837 Bidwell St (Robson), Vancouver BC V6G 2J7",457,,0.9937584185464134,17.0,15.0
49.293257,-123.138563,8,Nero Belgian Waffle Bar,8.3,"1703 Robson St (at Bidwell St), Vancouver BC V6G 1C9",452,2.0,0.9498776346493142,498.0,250.0
49.293257,-123.138563,8,Ayoub's Dried Fruits & Nuts,7.8,"986 Denman St, Vancouver BC V6G 2M1",421,,0.8984083018724744,44.0,18.0
49.288011,-123.132006,16,Pappa Roti,8.5,"1505 Robson St (at Nicola St), Vancouver BC V6G 1C3",111,1.0,0.9732503651989148,205.0,151.0
49.288011,-123.132006,16,Saku,8.7,"1773 Robson St, Vancouver BC V6G 1C9",137,2.0,0.94619718844264,51.0,27.0
49.288011,-123.132006,16,Ramen Danbo - Robson,9.1,"1333 Robson St (btwn Broughton & Jervis), Vancouver BC V6E 1C6",226,2.0,0.9836087344197606,235.0,201.0
49.288011,-123.132006,16,Greenhorn Cafe,8.6,"994 Nicola St (at Nelson St), Vancouver BC V6G 2C8",212,2.0,0.9190112120809698,210.0,174.0
49.288011,-123.132006,16,Whole Foods,8.2,"1675 Robson St (at Bidwell St.), Vancouver BC V6G 1C8",239,,0.9929426495418414,264.0,195.0
49.288011,-123.132006,16,Guu with Garlic,9.0,"1698 Robson St (at Bidwell St), Vancouver BC V6G 1C7",291,2.0,0.9515660867750564,377.0,238.0
49.288011,-123.132006,16,Cardero Bottega,8.7,"1016 Cardero St (at Comox St.), Vancouver BC V6G 2H1",298,1.0,0.9621710838344938,41.0,48.0
49.288011,-123.132006,16,Aria Market,8.5,"837 Bidwell St (Robson), Vancouver BC V6G 2J7",297,,0.9937584185464134,17.0,15.0
49.288011,-123.132006,16,Nero Belgian Waffle Bar,8.3,"1703 Robson St (at Bidwell St), Vancouver BC V6G 1C9",313,2.0,0.9498776346493142,498.0,250.0
49.288011,-123.132006,16,Marutama Ra-men,8.3,"780 Bidwell St (at Robson St), Vancouver BC V6G 2J6",314,2.0,0.982868850903986,338.0,245.0
49.28117,-123.104419,15,Pidgin,8.5,"350 Carrall St (btwn Cordova & Hastings), Vancouver BC V6B 2J3",80,3.0,0.966610384929142,259.0,141.0
49.28117,-123.104419,15,Nelson the Seagull,8.8,"315 Carrall St (btwn Cordova & Hastings), Vancouver BC V6B 2J4",114,2.0,0.9453055339492704,379.0,280.0
49.28117,-123.104419,15,Caffe di Beppe,8.1,Vancouver BC,143,1.0,0.9612604579689248,41.0,32.0
49.28117,-123.104419,15,Tacofino,8.9,"15 Cordova St W (btwn Abbott & Carrall), Vancouver BC V6B 1C8",190,1.0,0.957371326668058,213.0,311.0
49.28117,-123.104419,15,Back and Forth Bar,8.4,"303 Columbia St, Vancouver BC V6A 2R7",184,,0.9848418736127184,5.0,16.0
49.28117,-123.104419,15,Meet in Gastown,8.9,"12 Water St (btwn Abbott St & Carrall St), Vancouver BC V6B 1A5",239,2.0,0.947866669196183,101.0,175.0
49.28117,-123.104419,15,Blarney Stone,7.7,"216 Carrall St (btw Water, Powell & Alexander St), Vancouver BC V6B 2J1",175,2.0,0.9589838933050028,200.0,144.0
49.28117,-123.104419,15,Keefer Bar,9.0,"135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3",278,3.0,0.9745214471362712,245.0,234.0
49.28117,-123.104419,15,New Town Bakery & Restaurant,8.2,"148 Pender St E (Main St), Vancouver BC V6A 1T3",247,1.0,0.9858663277114834,231.0,179.0
49.28117,-123.104419,15,Birds & the Beets,8.9,"55 Powell St, Vancouver BC V6A 1E9",286,2.0,0.9516799150082526,116.0,164.0
49.283227,-123.120523,8,Vancouver Art Gallery,8.6,"750 Hornby St (btwn Robson & W Georgia St.), Vancouver BC V6Z 2H7",44,,0.9961488114435316,1598.0,564.0
49.283227,-123.120523,8,Hawksworth Restaurant,9.1,"801 Georgia St W (at Howe St), Vancouver BC V6C 1P7",78,4.0,0.9903246001783308,411.0,273.0
49.283227,-123.120523,8,Lululemon Athletica,8.2,"1148 Robson St (At Burrard St), Vancouver BC V6E 1B2",174,,0.9902107719451348,97.0,123.0
49.283227,-123.120523,8,Rocky Mountain Chocolate Factory,8.7,"1017 Robson St (at Burrard St.), Vancouver BC V6E 1A9",206,1.0,0.95526550435393,91.0,64.0
