names,ratings,locations,distances,latitude,longitude,price,popularity,total_photos,total_ratings
Matchstick Coffee Roasters,8.8,"213 Georgia St E (at Main St), Vancouver BC V6A 1Z6",590,49.279369,-123.091241,2.0,0.9376410995807327,168.0,216.0
Treasure Green Tea Co,7.9,"227E Georgia St E (Main Street), Vancouver BC V6A 1Z6",537,49.279369,-123.091241,2.0,0.8135303826525773,17.0,8.0
The Mackenzie Room,9.2,"415 Powell St (Powell Street), Vancouver BC V6A 1G7",283,49.283992,-123.091206,,0.9873460947430328,35.0,41.0
Railtown Cafe,9.0,"397 Railway St (Dunlevy Ave), Vancouver BC V6A 1A4",319,49.283992,-123.091206,1.0,0.9722259111001499,117.0,88.0
Ask for Luigi,8.9,"305 Alexander St (at Gore Ave), Vancouver BC V6A 1C4",472,49.283992,-123.091206,2.0,0.9869476959268464,193.0,186.0
Les Amis du Fromage,8.0,"843E Hastings St E (btwn Hawks & Campbell), Vancouver BC V6A 1R8",475,49.283992,-123.091206,,0.9616019426685132,14.0,15.0
Strathcona Beer Co,8.1,"895 Hastings St E, Vancouver BC V6A 1R8",533,49.283992,-123.091206,2.0,0.9511487165866707,74.0,39.0
Kissa Tanto,8.6,"263 Pender St E, Vancouver BC V6A 1T8",640,49.283992,-123.091206,2.0,0.9456470186488589,100.0,80.0
Alibi Room,8.7,"157 Alexander St (btwn Main & Columbia), Vancouver BC V6A 1B8",655,49.283992,-123.091206,2.0,0.9698734609474303,633.0,440.0
Mello,8.5,"223 Pender St E, Vancouver BC V6A 1T8",677,49.283992,-123.091206,1.0,0.9766841835669974,37.0,18.0
Oyster Express,8.3,"296 Keefer St (at Gore Ave), Vancouver BC V6A 1X5",677,49.283992,-123.091206,3.0,0.9536529377169851,55.0,34.0
Propaganda Coffee,8.3,"209 Pender St E (at Main St), Vancouver BC V6A 1T8",698,49.283992,-123.091206,1.0,0.9556828745423156,46.0,54.0
The Lunch Lady,7.7,"1046 Commercial Dr (Napier St), Vancouver BC V5L 3W9",8,49.274881,-123.069323,2.0,0.9836277057919599,54.0,14.0
Sula Indian Restaurant,8.3,"1128 Commercial Dr, Vancouver BC V5L 3X2",48,49.274881,-123.069323,2.0,0.9481512397791733,23.0,17.0
Moja Coffee,7.5,"1102 Commercial Dr (Napier), Vancouver BC V5L 3X2",16,49.274881,-123.069323,1.0,0.9568021855020774,43.0,58.0
Biercraft,8.7,"1191 Commercial Dr, Vancouver BC V5L 3X3",109,49.274881,-123.069323,3.0,0.330291589990704,173.0,118.0
Havana,8.3,"1212 Commercial Dr (btwn William & Charles), Vancouver BC V5L 3X4",133,49.274881,-123.069323,2.0,0.972017226005957,237.0,191.0
The Downlow Chicken Shack,8.6,"905 Commercial Dr, Vancouver BC V5L 3W8",161,49.274881,-123.069323,1.0,0.9702528883914173,47.0,40.0
Kin Kao Thai Kitchen,8.6,"903 Commercial Dr (at Venables St), Vancouver BC V5L 3W8",170,49.274881,-123.069323,2.0,0.927282730359887,37.0,46.0
Britannia Arena,8.0,"1661 Napier St (Commercial dr), Vancouver BC",140,49.274881,-123.069323,,0.9306216918669727,13.0,9.0
Grandview Park,8.5,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",168,49.274881,-123.069323,,0.9729278518715259,101.0,20.0
East Vancouver Brewing Co,8.6,"1675 Venables St, Vancouver BC V5L 2H1",255,49.274881,-123.069323,2.0,0.9663637570905503,31.0,12.0
Britannia Arena,8.0,"1661 Napier St (Commercial dr), Vancouver BC",89,49.275882,-123.071865,,0.9306216918669727,13.0,9.0
East Vancouver Brewing Co,8.6,"1675 Venables St, Vancouver BC V5L 2H1",121,49.275882,-123.071865,2.0,0.9663637570905503,31.0,12.0
The Downlow Chicken Shack,8.6,"905 Commercial Dr, Vancouver BC V5L 3W8",167,49.275882,-123.071865,1.0,0.9702528883914173,47.0,40.0
Kin Kao Thai Kitchen,8.6,"903 Commercial Dr (at Venables St), Vancouver BC V5L 3W8",171,49.275882,-123.071865,2.0,0.927282730359887,37.0,46.0
Sula Indian Restaurant,8.3,"1128 Commercial Dr, Vancouver BC V5L 3X2",233,49.275882,-123.071865,2.0,0.9481512397791733,23.0,17.0
The Lunch Lady,7.7,"1046 Commercial Dr (Napier St), Vancouver BC V5L 3W9",210,49.275882,-123.071865,2.0,0.9836277057919599,54.0,14.0
Biercraft,8.7,"1191 Commercial Dr, Vancouver BC V5L 3X3",268,49.275882,-123.071865,3.0,0.330291589990704,173.0,118.0
Moja Coffee,7.5,"1102 Commercial Dr (Napier), Vancouver BC V5L 3X2",215,49.275882,-123.071865,1.0,0.9568021855020774,43.0,58.0
Bomber Brewing,8.3,"1488 Adanac St (btwn Clark & McLean), Vancouver BC V5L 2C3",277,49.275882,-123.071865,1.0,0.9584716662556203,118.0,68.0
Grandview Park,8.5,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",291,49.275882,-123.071865,,0.9729278518715259,101.0,20.0
Beta5 Chocolates,8.7,"413 Industrial Ave (at Station St), Vancouver BC V6A 2P8",489,49.273777,-123.092723,1.0,0.985145415567908,164.0,94.0
Torafuku,8.3,"958 Main St, Vancouver BC V6A 2W1",568,49.273777,-123.092723,2.0,0.9356680768720002,51.0,52.0
Harvest Community Foods,8.2,"243 Union St (btwn Main & Gore), Vancouver BC V6A 2B2",579,49.273777,-123.092723,,0.9002864677202101,80.0,43.0
The Boxcar,9.0,"917 Main St, Vancouver BC V6A 2V8",619,49.273777,-123.092723,2.0,0.9618485705071048,20.0,38.0
Pizzeria Farina,8.7,"915 Main St (at Prior St), Vancouver BC V6A 2V8",613,49.273777,-123.092723,1.0,0.9417578873479919,120.0,128.0
Starbucks,6.9,"753 Terminal Ave (at Begg St), Vancouver BC V6A 2M2",472,49.273777,-123.092723,1.0,0.9888258617745822,40.0,35.0
The Union,8.4,"219 Union St (at Main St), Vancouver BC V6A 2B2",637,49.273777,-123.092723,2.0,0.9094116977480982,154.0,130.0
Phnom Penh,8.9,"244 E. Georgia St (at Main St), Vancouver BC V6A 1Z7",660,49.273777,-123.092723,2.0,0.9831913642313749,600.0,478.0
Matchstick Coffee Roasters,8.8,"213 Georgia St E (at Main St), Vancouver BC V6A 1Z6",719,49.273777,-123.092723,2.0,0.9376410995807327,168.0,216.0
Oyster Express,8.3,"296 Keefer St (at Gore Ave), Vancouver BC V6A 1X5",694,49.273777,-123.092723,3.0,0.9536529377169851,55.0,34.0
Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",474,49.265005,-123.079481,,0.9098670106808825,8.0,9.0
Moe's Home Collection,8.1,"1728 Glen Dr (at Terminal Ave.), Vancouver BC V6A 4L5",490,49.265005,-123.079481,,0.9264669613553148,25.0,18.0
Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",714,49.265005,-123.079481,2.0,0.9667431845345373,39.0,41.0
Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",727,49.265005,-123.079481,,0.985904270455882,218.0,142.0
St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",731,49.265005,-123.079481,2.0,0.9824135379712015,475.0,255.0
Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",744,49.265005,-123.079481,2.0,0.9659843296465633,224.0,132.0
Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",700,49.265005,-123.079481,2.0,0.9312098044051527,28.0,40.0
Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",741,49.265005,-123.079481,2.0,0.8871203354138605,32.0,27.0
Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",715,49.265005,-123.079481,2.0,0.9814459979890345,93.0,107.0
Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",731,49.265005,-123.079481,1.0,0.969854489575231,32.0,12.0
Tandoori Palace,8.5,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",37,49.271377,-123.069416,2.0,0.8130371269753941,16.0,22.0
Ginger Sushi,8.3,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",43,49.271377,-123.069416,2.0,0.9243990817855855,15.0,13.0
Dolce Amore,8.1,"1588 Commercial Dr (at Graveley St), Vancouver BC V5L 3Y2",82,49.271377,-123.069416,1.0,0.9852971865455028,60.0,35.0
Marcello Ristorante & Pizzeria,7.8,"1404 Commercial Dr (at Kitchener St), Vancouver BC V5L 3X9",78,49.271377,-123.069416,2.0,0.9623797689286866,117.0,75.0
La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",141,49.271377,-123.069416,2.0,0.9704426021134108,142.0,136.0
Grandview Park,8.5,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",241,49.271377,-123.069416,,0.9729278518715259,101.0,20.0
Havana,8.3,"1212 Commercial Dr (btwn William & Charles), Vancouver BC V5L 3X4",256,49.271377,-123.069416,2.0,0.972017226005957,237.0,191.0
Biercraft,8.7,"1191 Commercial Dr, Vancouver BC V5L 3X3",284,49.271377,-123.069416,3.0,0.330291589990704,173.0,118.0
La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",286,49.271377,-123.069416,1.0,0.9727001954051336,45.0,51.0
Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",288,49.271377,-123.069416,1.0,0.8385915653279201,47.0,35.0
La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",23,49.268616,-123.069908,1.0,0.9727001954051336,45.0,51.0
Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",20,49.268616,-123.069908,1.0,0.8385915653279201,47.0,35.0
Take Thai Home,7.4,"1736 Commercial Dr, Vancouver BC V5N 4A3",54,49.268616,-123.069908,1.0,0.9643148488930204,17.0,12.0
La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",168,49.268616,-123.069908,2.0,0.9704426021134108,142.0,136.0
Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",209,49.268616,-123.069908,2.0,0.9659843296465633,224.0,132.0
Dolce Amore,8.1,"1588 Commercial Dr (at Graveley St), Vancouver BC V5L 3Y2",225,49.268616,-123.069908,1.0,0.9852971865455028,60.0,35.0
Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",235,49.268616,-123.069908,2.0,0.8871203354138605,32.0,27.0
Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",265,49.268616,-123.069908,1.0,0.969854489575231,32.0,12.0
Tandoori Palace,8.5,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",337,49.268616,-123.069908,2.0,0.8130371269753941,16.0,22.0
Ginger Sushi,8.3,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",346,49.268616,-123.069908,2.0,0.9243990817855855,15.0,13.0
Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",36,49.266969,-123.069936,2.0,0.9659843296465633,224.0,132.0
Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",59,49.266969,-123.069936,2.0,0.8871203354138605,32.0,27.0
Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",85,49.266969,-123.069936,1.0,0.969854489575231,32.0,12.0
Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",151,49.266969,-123.069936,2.0,0.9312098044051527,28.0,40.0
La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",205,49.266969,-123.069936,1.0,0.9727001954051336,45.0,51.0
Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",202,49.266969,-123.069936,1.0,0.8385915653279201,47.0,35.0
Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",219,49.266969,-123.069936,2.0,0.9814459979890345,93.0,107.0
Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",284,49.266969,-123.069936,2.0,0.9667431845345373,39.0,41.0
Take Thai Home,7.4,"1736 Commercial Dr, Vancouver BC V5N 4A3",232,49.266969,-123.069936,1.0,0.9643148488930204,17.0,12.0
La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",350,49.266969,-123.069936,2.0,0.9704426021134108,142.0,136.0
St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",87,49.263242,-123.070521,2.0,0.9824135379712015,475.0,255.0
Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",120,49.263242,-123.070521,,0.985904270455882,218.0,142.0
Booster Juice,7.6,"2430 Commercial Dr (E. Broadway), Vancouver BC V5N 4B9",85,49.263242,-123.070521,,0.953159682039802,6.0,19.0
Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",143,49.263242,-123.070521,2.0,0.9667431845345373,39.0,41.0
Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",206,49.263242,-123.070521,2.0,0.9814459979890345,93.0,107.0
Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",267,49.263242,-123.070521,2.0,0.9312098044051527,28.0,40.0
Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",302,49.263242,-123.070521,,0.9098670106808825,8.0,9.0
The Burrow,8.4,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",387,49.263242,-123.070521,2.0,0.9516230008916545,151.0,219.0
Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",340,49.263242,-123.070521,1.0,0.969854489575231,32.0,12.0
Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",370,49.263242,-123.070521,2.0,0.8871203354138605,32.0,27.0
Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",87,49.261403,-123.070102,,0.985904270455882,218.0,142.0
The Burrow,8.4,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",181,49.261403,-123.070102,2.0,0.9516230008916545,151.0,219.0
Booster Juice,7.6,"2430 Commercial Dr (E. Broadway), Vancouver BC V5N 4B9",170,49.261403,-123.070102,,0.953159682039802,6.0,19.0
St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",261,49.261403,-123.070102,2.0,0.9824135379712015,475.0,255.0
Szechuan Chong Qing Restaurant,7.6,"2808 Commercial Dr (E. 12th Avenue), Vancouver BC V5N 4C6",222,49.261403,-123.070102,2.0,0.9698355182030316,47.0,35.0
Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",335,49.261403,-123.070102,2.0,0.9667431845345373,39.0,41.0
Seasons Bakery,7.5,"2879 Commercial Dr (E 13th), Vancouver BC V5N 0A6",274,49.261403,-123.070102,1.0,0.8663277114833716,8.0,19.0
Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",328,49.261403,-123.070102,,0.9098670106808825,8.0,9.0
Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",401,49.261403,-123.070102,2.0,0.9814459979890345,93.0,107.0
Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",467,49.261403,-123.070102,2.0,0.9312098044051527,28.0,40.0
Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",125,49.261263,-123.073707,,0.9098670106808825,8.0,9.0
Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",257,49.261263,-123.073707,,0.985904270455882,218.0,142.0
The Burrow,8.4,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",313,49.261263,-123.073707,2.0,0.9516230008916545,151.0,219.0
St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",405,49.261263,-123.073707,2.0,0.9824135379712015,475.0,255.0
Booster Juice,7.6,"2430 Commercial Dr (E. Broadway), Vancouver BC V5N 4B9",355,49.261263,-123.073707,,0.953159682039802,6.0,19.0
Szechuan Chong Qing Restaurant,7.6,"2808 Commercial Dr (E. 12th Avenue), Vancouver BC V5N 4C6",359,49.261263,-123.073707,2.0,0.9698355182030316,47.0,35.0
Seasons Bakery,7.5,"2879 Commercial Dr (E 13th), Vancouver BC V5N 0A6",377,49.261263,-123.073707,1.0,0.8663277114833716,8.0,19.0
Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",456,49.261263,-123.073707,2.0,0.9667431845345373,39.0,41.0
Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",511,49.261263,-123.073707,2.0,0.9814459979890345,93.0,107.0
Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",557,49.261263,-123.073707,2.0,0.9312098044051527,28.0,40.0
Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",510,49.262242,-123.081459,,0.9098670106808825,8.0,9.0
Pizzeria Barbarella,7.9,"654 Broadway E (btwn Fraser & Carolina), Vancouver BC V5T 1X6",597,49.262242,-123.081459,1.0,0.9540133937887727,86.0,60.0
Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",799,49.262242,-123.081459,,0.985904270455882,218.0,142.0
Les Faux Bourgeois,9.1,"663 15th Ave E (at Fraser & Kingsway), Vancouver BC V5T 2R6",823,49.262242,-123.081459,2.0,0.9111570639904384,123.0,121.0
Moe's Home Collection,8.1,"1728 Glen Dr (at Terminal Ave.), Vancouver BC V6A 4L5",782,49.262242,-123.081459,,0.9264669613553148,25.0,18.0
Sal y Limon,8.4,"701 Kingsway (at Fraser St), Vancouver BC V5T 3K6",822,49.262242,-123.081459,1.0,0.9618865132515034,209.0,194.0
Matchstick Coffee,9.0,"639 15th Ave E (at Kingsway), Vancouver BC V5T 2R6",866,49.262242,-123.081459,2.0,0.975526929862837,250.0,236.0
The Gluten Free Epicurean,8.8,"633 15th Ave E (at Kingsway), Vancouver BC V5T 3K5",867,49.262242,-123.081459,1.0,0.856785111267098,32.0,24.0
Osteria Savio Volpe,8.7,"615 Kingsway (Fraser), Vancouver BC V5T 3K5",874,49.262242,-123.081459,2.0,0.9336950541632676,133.0,77.0
The Burrow,8.4,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",872,49.262242,-123.081459,2.0,0.9516230008916545,151.0,219.0
The Lido,7.5,"518 Broadway E (btwn St George & Carolina), Vancouver BC V5T 1X5",40,49.262321,-123.09306,2.0,0.9693043197814498,12.0,13.0
Kim's Mart,7.6,"511E Broadway E, Vancouver BC V5T 1X4",55,49.262321,-123.09306,,0.9948587581339758,14.0,32.0
Pizzeria Barbarella,7.9,"654 Broadway E (btwn Fraser & Carolina), Vancouver BC V5T 1X6",244,49.262321,-123.09306,1.0,0.9540133937887727,86.0,60.0
Dude Chilling Park,8.9,"400 E 8th Ave (at Guelph Park), Vancouver BC",312,49.262321,-123.09306,,0.9825653089487962,81.0,33.0
Sushiyama,8.3,"371 Broadway E (Brunswick St), Vancouver BC V5T 1W5",304,49.262321,-123.09306,2.0,0.9637077649826412,89.0,127.0
Biltmore Cabaret,8.2,"2755 Prince Edward St (at E 12th Ave), Vancouver BC V5T 0A9",356,49.262321,-123.09306,,0.9638215932158373,163.0,127.0
La Petite Cuillere,8.6,"55 Kingsway (at 8th Ave.), Vancouver BC V5T 3J1",513,49.262321,-123.09306,2.0,0.9030373166891161,54.0,25.0
Nemesis Coffee,8.3,"555 Great Northern Way (btwn Thornton & Carolina), Vancouver BC V5T 1E2",528,49.262321,-123.09306,1.0,0.9890724896131737,87.0,29.0
Main Street Brewing Co,8.2,"261 7th Ave E (at Scotia St), Vancouver BC V5T 0B8",523,49.262321,-123.09306,2.0,0.9431427975185445,211.0,110.0
Osteria Savio Volpe,8.7,"615 Kingsway (Fraser), Vancouver BC V5T 3K5",566,49.262321,-123.09306,2.0,0.9336950541632676,133.0,77.0
Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",221,49.264251,-123.073853,,0.9098670106808825,8.0,9.0
Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",303,49.264251,-123.073853,2.0,0.9667431845345373,39.0,41.0
St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",315,49.264251,-123.073853,2.0,0.9824135379712015,475.0,255.0
Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",339,49.264251,-123.073853,,0.985904270455882,218.0,142.0
Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",326,49.264251,-123.073853,2.0,0.9312098044051527,28.0,40.0
Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",318,49.264251,-123.073853,2.0,0.9814459979890345,93.0,107.0
Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",416,49.264251,-123.073853,2.0,0.9659843296465633,224.0,132.0
Booster Juice,7.6,"2430 Commercial Dr (E. Broadway), Vancouver BC V5N 4B9",352,49.264251,-123.073853,,0.953159682039802,6.0,19.0
Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",402,49.264251,-123.073853,2.0,0.8871203354138605,32.0,27.0
Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",381,49.264251,-123.073853,1.0,0.969854489575231,32.0,12.0
Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",285,49.266751,-123.073501,2.0,0.9659843296465633,224.0,132.0
Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",289,49.266751,-123.073501,2.0,0.8871203354138605,32.0,27.0
Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",292,49.266751,-123.073501,2.0,0.9312098044051527,28.0,40.0
Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",290,49.266751,-123.073501,1.0,0.969854489575231,32.0,12.0
La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",352,49.266751,-123.073501,1.0,0.9727001954051336,45.0,51.0
Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",350,49.266751,-123.073501,1.0,0.8385915653279201,47.0,35.0
Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",380,49.266751,-123.073501,2.0,0.9667431845345373,39.0,41.0
Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",342,49.266751,-123.073501,2.0,0.9814459979890345,93.0,107.0
St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",439,49.266751,-123.073501,2.0,0.9824135379712015,475.0,255.0
La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",473,49.266751,-123.073501,2.0,0.9704426021134108,142.0,136.0
La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",303,49.270684,-123.073562,2.0,0.9704426021134108,142.0,136.0
Tandoori Palace,8.5,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",298,49.270684,-123.073562,2.0,0.8130371269753941,16.0,22.0
Dolce Amore,8.1,"1588 Commercial Dr (at Graveley St), Vancouver BC V5L 3Y2",287,49.270684,-123.073562,1.0,0.9852971865455028,60.0,35.0
Ginger Sushi,8.3,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",306,49.270684,-123.073562,2.0,0.9243990817855855,15.0,13.0
La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",342,49.270684,-123.073562,1.0,0.9727001954051336,45.0,51.0
Strange Fellows Brewing,8.7,"1345 Clark Dr, Vancouver BC V5L 3K9",355,49.270684,-123.073562,2.0,0.9962436683045285,200.0,96.0
Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",343,49.270684,-123.073562,1.0,0.8385915653279201,47.0,35.0
Marcello Ristorante & Pizzeria,7.8,"1404 Commercial Dr (at Kitchener St), Vancouver BC V5L 3X9",326,49.270684,-123.073562,2.0,0.9623797689286866,117.0,75.0
Grandview Park,8.5,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",394,49.270684,-123.073562,,0.9729278518715259,101.0,20.0
Take Thai Home,7.4,"1736 Commercial Dr, Vancouver BC V5N 4A3",343,49.270684,-123.073562,1.0,0.9643148488930204,17.0,12.0
Grandview Park,8.5,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",219,49.2731,-123.0732,,0.9729278518715259,101.0,20.0
Biercraft,8.7,"1191 Commercial Dr, Vancouver BC V5L 3X3",270,49.2731,-123.0732,3.0,0.330291589990704,173.0,118.0
Havana,8.3,"1212 Commercial Dr (btwn William & Charles), Vancouver BC V5L 3X4",277,49.2731,-123.0732,2.0,0.972017226005957,237.0,191.0
Tandoori Palace,8.5,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",299,49.2731,-123.0732,2.0,0.8130371269753941,16.0,22.0
Ginger Sushi,8.3,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",298,49.2731,-123.0732,2.0,0.9243990817855855,15.0,13.0
Strange Fellows Brewing,8.7,"1345 Clark Dr, Vancouver BC V5L 3K9",326,49.2731,-123.0732,2.0,0.9962436683045285,200.0,96.0
Sula Indian Restaurant,8.3,"1128 Commercial Dr, Vancouver BC V5L 3X2",308,49.2731,-123.0732,2.0,0.9481512397791733,23.0,17.0
Marcello Ristorante & Pizzeria,7.8,"1404 Commercial Dr (at Kitchener St), Vancouver BC V5L 3X9",285,49.2731,-123.0732,2.0,0.9623797689286866,117.0,75.0
Britannia Arena,8.0,"1661 Napier St (Commercial dr), Vancouver BC",354,49.2731,-123.0732,,0.9306216918669727,13.0,9.0
The Lunch Lady,7.7,"1046 Commercial Dr (Napier St), Vancouver BC V5L 3W9",347,49.2731,-123.0732,2.0,0.9836277057919599,54.0,14.0
Anh and Chi,8.9,"3388 Main St, Vancouver BC V5V 3M7",40,49.254667,-123.101389,2.0,0.981521883477832,153.0,89.0
Welk's Mart,8.6,"3511 Main St, Vancouver BC V5V 3N4",127,49.254667,-123.101389,,0.9756597294682324,18.0,50.0
Toshi Sushi,8.6,"181E 16th Ave E (at Main St.), Vancouver BC V5T 4R2",222,49.254667,-123.101389,2.0,0.9550757906319364,111.0,104.0
