names,ratings,locations,distances,latitude,longitude,price,popularity,total_photos,total_ratings
Khaghan Restaurant,7.8,"851 Denman St, Vancouver BC V6G 2L9",311,49.293257,-123.138563,,0.9342641953292482,13.0,10.0
Chung Chun Rice Hotdog,8.4,"1795 Robson St, Vancouver BC V6G 1C9",364,49.293257,-123.138563,2.0,0.9539564796721747,16.0,10.0
Spokes Bike Rentals,8.0,"1798 Georgia St W (at Denman), Vancouver BC V6G 2V7",349,49.293257,-123.138563,,0.9910075695775076,53.0,98.0
Peaked Pies,8.5,"975 Denman St, Vancouver BC V6G 2M3",404,49.293257,-123.138563,,0.9468991292140161,37.0,31.0
Guu with Garlic,9.0,"1698 Robson St (at Bidwell St), Vancouver BC V6G 1C7",469,49.293257,-123.138563,2.0,0.9515660867750564,377.0,238.0
Aria Market,8.5,"837 Bidwell St (Robson), Vancouver BC V6G 2J7",457,49.293257,-123.138563,,0.9937584185464134,17.0,15.0
Nero Belgian Waffle Bar,8.3,"1703 Robson St (at Bidwell St), Vancouver BC V6G 1C9",452,49.293257,-123.138563,2.0,0.9498776346493142,498.0,250.0
Ayoub's Dried Fruits & Nuts,7.8,"986 Denman St, Vancouver BC V6G 2M1",421,49.293257,-123.138563,,0.8984083018724744,44.0,18.0
Pappa Roti,8.5,"1505 Robson St (at Nicola St), Vancouver BC V6G 1C3",111,49.288011,-123.132006,1.0,0.9732503651989148,205.0,151.0
Saku,8.7,"1773 Robson St, Vancouver BC V6G 1C9",137,49.288011,-123.132006,2.0,0.94619718844264,51.0,27.0
Ramen Danbo - Robson,9.1,"1333 Robson St (btwn Broughton & Jervis), Vancouver BC V6E 1C6",226,49.288011,-123.132006,2.0,0.9836087344197606,235.0,201.0
Greenhorn Cafe,8.6,"994 Nicola St (at Nelson St), Vancouver BC V6G 2C8",212,49.288011,-123.132006,2.0,0.9190112120809698,210.0,174.0
Whole Foods,8.2,"1675 Robson St (at Bidwell St.), Vancouver BC V6G 1C8",239,49.288011,-123.132006,,0.9929426495418414,264.0,195.0
Guu with Garlic,9.0,"1698 Robson St (at Bidwell St), Vancouver BC V6G 1C7",291,49.288011,-123.132006,2.0,0.9515660867750564,377.0,238.0
Cardero Bottega,8.7,"1016 Cardero St (at Comox St.), Vancouver BC V6G 2H1",298,49.288011,-123.132006,1.0,0.9621710838344938,41.0,48.0
Aria Market,8.5,"837 Bidwell St (Robson), Vancouver BC V6G 2J7",297,49.288011,-123.132006,,0.9937584185464134,17.0,15.0
Nero Belgian Waffle Bar,8.3,"1703 Robson St (at Bidwell St), Vancouver BC V6G 1C9",313,49.288011,-123.132006,2.0,0.9498776346493142,498.0,250.0
Marutama Ra-men,8.3,"780 Bidwell St (at Robson St), Vancouver BC V6G 2J6",314,49.288011,-123.132006,2.0,0.9828688509039859,338.0,245.0
Pidgin,8.5,"350 Carrall St (btwn Cordova & Hastings), Vancouver BC V6B 2J3",80,49.28117,-123.104419,3.0,0.966610384929142,259.0,141.0
Nelson the Seagull,8.8,"315 Carrall St (btwn Cordova & Hastings), Vancouver BC V6B 2J4",114,49.28117,-123.104419,2.0,0.9453055339492705,379.0,280.0
Caffe di Beppe,8.1,Vancouver BC,143,49.28117,-123.104419,1.0,0.9612604579689249,41.0,32.0
Tacofino,8.9,"15 Cordova St W (btwn Abbott & Carrall), Vancouver BC V6B 1C8",190,49.28117,-123.104419,1.0,0.9573713266680579,213.0,311.0
Back and Forth Bar,8.4,"303 Columbia St, Vancouver BC V6A 2R7",184,49.28117,-123.104419,,0.9848418736127184,5.0,16.0
Meet in Gastown,8.9,"12 Water St (btwn Abbott St & Carrall St), Vancouver BC V6B 1A5",239,49.28117,-123.104419,2.0,0.947866669196183,101.0,175.0
Blarney Stone,7.7,"216 Carrall St (btw Water, Powell & Alexander St), Vancouver BC V6B 2J1",175,49.28117,-123.104419,2.0,0.9589838933050028,200.0,144.0
Keefer Bar,9.0,"135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3",278,49.28117,-123.104419,3.0,0.9745214471362713,245.0,234.0
New Town Bakery & Restaurant,8.2,"148 Pender St E (Main St), Vancouver BC V6A 1T3",247,49.28117,-123.104419,1.0,0.9858663277114834,231.0,179.0
Birds & the Beets,8.9,"55 Powell St, Vancouver BC V6A 1E9",286,49.28117,-123.104419,2.0,0.9516799150082526,116.0,164.0
Vancouver Art Gallery,8.6,"750 Hornby St (btwn Robson & W Georgia St.), Vancouver BC V6Z 2H7",44,49.283227,-123.120523,,0.9961488114435317,1598.0,564.0
Hawksworth Restaurant,9.1,"801 Georgia St W (at Howe St), Vancouver BC V6C 1P7",78,49.283227,-123.120523,4.0,0.9903246001783309,411.0,273.0
Lululemon Athletica,8.2,"1148 Robson St (At Burrard St), Vancouver BC V6E 1B2",174,49.283227,-123.120523,,0.9902107719451347,97.0,123.0
Rocky Mountain Chocolate Factory,8.7,"1017 Robson St (at Burrard St.), Vancouver BC V6E 1A9",206,49.283227,-123.120523,1.0,0.9552655043539299,91.0,64.0
Hy's Steakhouse & Cocktail Bar,8.2,"637 Hornby St (btwn Dunsmuir & Georgia), Vancouver BC V6C 2G3",188,49.283227,-123.120523,4.0,0.9495740926941245,117.0,93.0
Nespresso Boutique,8.6,"674 Granville St (at Georgia St), Vancouver BC V6C 1Z6",217,49.283227,-123.120523,1.0,0.9695509476200413,70.0,32.0
Indigo - Robson,9.1,"1033 Robson St, Vancouver BC V6E 1A9",244,49.283227,-123.120523,,0.9947259585285804,99.0,29.0
Boulevard Kitchen & Oyster Bar,8.3,"845 Burrard St (Robson Street), Vancouver BC V6Z 2K6",228,49.283227,-123.120523,4.0,0.9919371668152758,129.0,69.0
JOEY Burrard,8.1,"820 Burrard St, Vancouver BC V6Z 1X9",219,49.283227,-123.120523,2.0,0.9911024264385043,312.0,259.0
Sephora,9.0,"701 Georgia St E (at Howe St.), Vancouver BC V6A 1Z9",259,49.283227,-123.120523,,0.9955986416497505,37.0,79.0
Vancouver Aquarium Cafe,8.3,"845 Avison Way (in Vancouver Aquarium), Vancouver BC V6G 3E2",84,49.299292,-123.130281,1.0,0.9867959249492516,14.0,40.0
Vancouver Aquarium,8.9,"845 Avison Way, Vancouver BC V6G 3E2",160,49.299292,-123.130281,2.0,0.9984253761074539,1920.0,1037.0
Stanley Park Harbourfront Seawall,9.1,"1999 Georgia St (Stanley Park Causeway Rd), Vancouver BC",234,49.299292,-123.130281,,0.9996560318249949,691.0,221.0
Lumberman's Arch Stanley Park,8.2,Vancouver BC,359,49.299292,-123.130281,,0.9668380413955341,51.0,26.0
Stanley Park Ghost Train,8.3,"2099 Beach Ave, Vancouver BC V6G 1Z4",376,49.299292,-123.130281,,0.7950143233860105,73.0,19.0
Variety Kids Water Park in Stanley Park,8.4,"715 Stanley Park Dr (at Avison Way), Vancouver BC",440,49.299292,-123.130281,,0.9642769061486217,53.0,12.0
Stanley Park Miniature Train,7.4,"on Pipeline Rd, Vancouver BC",376,49.299292,-123.130281,,0.8269241714253192,116.0,31.0
Brockton Oval,7.1,"Near the aquarium, Vancouver BC",428,49.299292,-123.130281,,0.9679004382386978,60.0,13.0
Bright Nights,6.7,Vancouver BC,376,49.299292,-123.130281,,0.9285538122972434,128.0,40.0
Girl in a Wetsuit,7.2,"2600 Stanley Park Dr, Vancouver BC",466,49.299292,-123.130281,,0.9386655536794977,133.0,21.0
Second Beach,9.2,"8501 Stanley Park Dr (at N Lagoon Dr), Vancouver BC V6G 1Z4",25,49.29534,-123.150433,,0.9915387679990894,724.0,129.0
Second Beach Pool,8.7,"8501 Stanley Park Dr (at N Lagoon Dr), Vancouver BC V6G 3E2",39,49.29534,-123.150433,,0.9346815655176339,197.0,32.0
Outdoor Movies by Fresh Air Cinemas,8.1,Vancouver BC,111,49.29534,-123.150433,,0.8952590540873822,100.0,22.0
Stanley Park English Bay Seawall,9.6,"Beach Ave (at Park Ln), Vancouver BC",623,49.29534,-123.150433,,0.9997080146169618,846.0,220.0
Teahouse Restaurant,8.7,"7501 Stanley Park Dr, Vancouver BC V6G 3E2",814,49.29534,-123.150433,3.0,0.9746163039972682,255.0,179.0
Rawling's Trail,,Vancouver BC,550,49.29534,-123.150433,,0.9258978201893343,,
Ferguson Point,7.4,"Stanley Park Dr (in Stanley Park), Vancouver BC",847,49.29534,-123.150433,,0.9563089298248942,68.0,10.0
Stanley Park,9.6,Vancouver BC V6G 1Z4,1006,49.29534,-123.150433,,0.9999620572556013,3136.0,1745.0
Stanley Park Vancouver,,Vancouver BC,567,49.29534,-123.150433,,0.8916355219973061,,
Tatlow Walk,,,720,49.29534,-123.150433,,0.9131111153269716,,
Outdoor Movies by Fresh Air Cinemas,8.1,Vancouver BC,57,49.294318,-123.148808,,0.8952590540873822,100.0,22.0
Second Beach,9.2,"8501 Stanley Park Dr (at N Lagoon Dr), Vancouver BC V6G 1Z4",148,49.294318,-123.148808,,0.9915387679990894,724.0,129.0
Second Beach Pool,8.7,"8501 Stanley Park Dr (at N Lagoon Dr), Vancouver BC V6G 3E2",201,49.294318,-123.148808,,0.9346815655176339,197.0,32.0
Stanley Park English Bay Seawall,9.6,"Beach Ave (at Park Ln), Vancouver BC",475,49.294318,-123.148808,,0.9997080146169618,846.0,220.0
Stanley Park Vancouver,,Vancouver BC,499,49.294318,-123.148808,,0.8916355219973061,,
A-maze-ing Laughter,8.4,"1800 Morton Ave (at Denman), Vancouver BC",897,49.294318,-123.148808,,0.9894898598015595,339.0,45.0
Banana Leaf,8.6,"1096 Denman St (btwn Comox & Pendrell St.), Vancouver BC V6G 2M8",915,49.294318,-123.148808,3.0,0.8665363965775644,85.0,56.0
English Bay Beach,9.5,"Beach Ave (btwn Gilford & Bidwell), Vancouver BC V6C 3C1",959,49.294318,-123.148808,,0.9995067443228168,4715.0,959.0
Peaked Pies,8.5,"975 Denman St, Vancouver BC V6G 2M3",924,49.294318,-123.148808,,0.9468991292140161,37.0,31.0
Kingyo Izakaya 金魚居酒屋,8.9,"871 Denman St (btwn Haro & Barclay), Vancouver BC V6G 2L9",952,49.294318,-123.148808,3.0,0.9700631746694238,790.0,379.0
Totem Poles in Stanley Park,9.1,"2582 Stanley Park Dr, Vancouver BC",54,49.298657,-123.121176,,0.9978372635692739,799.0,400.0
Hallelujah Point,7.6,"1978 Stanley Park Dr, Vancouver BC",105,49.298657,-123.121176,,0.948303010756768,63.0,8.0
Legends of the Moon Gift Shop,5.7,"1501 Stanley Park Dr, Vancouver BC V6G 3E2",67,49.298657,-123.121176,,0.2095198345696344,24.0,8.0
Brockton Oval,7.1,"Near the aquarium, Vancouver BC",241,49.298657,-123.121176,,0.9679004382386978,60.0,13.0
Brockton Point,7.7,"Stanley Park Dr, Vancouver BC",381,49.298657,-123.121176,,0.9307544914723682,49.0,13.0
Nine O'Clock Gun,6.6,"1981 Stanley Park Dr, Vancouver BC V6G 3E2",277,49.298657,-123.121176,,0.9583198952780254,98.0,22.0
Stanley Park Harbourfront Seawall,9.1,"1999 Georgia St (Stanley Park Causeway Rd), Vancouver BC",707,49.298657,-123.121176,,0.9996560318249949,691.0,221.0
Vancouver Aquarium,8.9,"845 Avison Way, Vancouver BC V6G 3E2",736,49.298657,-123.121176,2.0,0.9984253761074539,1920.0,1037.0
Girl in a Wetsuit,7.2,"2600 Stanley Park Dr, Vancouver BC",585,49.298657,-123.121176,,0.9386655536794977,133.0,21.0
Vancouver Aquarium Cafe,8.3,"845 Avison Way (in Vancouver Aquarium), Vancouver BC V6G 3E2",720,49.298657,-123.121176,1.0,0.9867959249492516,14.0,40.0
Corduroy Pie Co,8.6,"758 16th Ave W (Willow), Vancouver BC V5Z 1S7",250,49.259183,-123.120126,1.0,0.8580372218322552,15.0,18.0
Hachibei Restaurant,7.6,"778 16th Ave W, Vancouver BC V5Z 1S7",258,49.259183,-123.120126,2.0,0.9249682229515661,26.0,27.0
Indian Roti Kitchen,8.4,"2961 Cambie St, Vancouver BC V5Z 2V7",366,49.259183,-123.120126,2.0,0.9053897668418357,4.0,33.0
Body Energy Club,7.5,"555 12th Ave W (at City Square), Vancouver BC V5Z 3X7",302,49.259183,-123.120126,,0.9026768606173284,12.0,10.0
Vij's,8.9,"3106 Cambie St (at W 15th Ave), Vancouver BC V5Z 2W2",409,49.259183,-123.120126,2.0,0.9633093661664548,66.0,113.0
Passion8 Dessert Cafe,8.0,"3010 Cambie St, Vancouver BC V5Z 2V9",383,49.259183,-123.120126,1.0,0.9468611864696174,28.0,32.0
Rogue Kitchen & Wetbar,8.2,"602W Broadway W (at Ash St), Vancouver BC V5Z 1G1",467,49.259183,-123.120126,3.0,0.9842537610745385,138.0,127.0
Sushi Dragon Japanese Restaurant,8.0,"614W Broadway W, Vancouver BC V5Z 1G1",456,49.259183,-123.120126,2.0,0.9558725882643092,19.0,16.0
Yuk Yuk's Comedy Club,7.2,"2837 Cambie St (12 Ave.), Vancouver BC V5Z 3Y8",384,49.259183,-123.120126,,0.8598015594467948,33.0,33.0
Elysian Coffee Broadway,8.2,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",487,49.259183,-123.120126,1.0,0.9569918992240709,171.0,199.0
33 Acres Brewing Co,9.4,"15 8th Ave W (btwn Manitoba & Ontario), Vancouver BC V5Y 1M8",11,49.263837,-123.105173,2.0,0.9658894727855666,596.0,379.0
Elysian Coffee,9.0,"2301 Ontario St (at 7th Ave), Vancouver BC V5T 2X5",88,49.263837,-123.105173,1.0,0.9527423118514162,76.0,78.0
Jonathan Rogers Park,7.9,"110 7th Ave W, Vancouver BC V5Y 1L7",208,49.263837,-123.105173,,0.9845762744019275,59.0,25.0
Milano Coffee,8.8,"156 8th Ave W (btwn Columbia & Manitoba St), Vancouver BC V5Y 1N2",263,49.263837,-123.105173,2.0,0.9766652121947981,139.0,123.0
Fable Diner,8.4,"151 Broadway E (Main), Vancouver BC V5T 1W1",271,49.263837,-123.105173,2.0,0.9350420215894215,65.0,71.0
The Juice Truck,8.8,"28 5th Ave W (btwn Manitoba & Ontario), Vancouver BC V5Y 1H5",291,49.263837,-123.105173,1.0,0.9066987915235909,26.0,38.0
Pure Bread,8.7,"5 5th Ave E (Ontario Street), Vancouver BC V5T 1G7",307,49.263837,-123.105173,1.0,0.948189182523572,18.0,24.0
Pulpfiction Books,8.9,"2422 Main St, Vancouver BC V5T 3E2",323,49.263837,-123.105173,,0.9258788488171349,15.0,43.0
La Petite Cuillere,8.6,"55 Kingsway (at 8th Ave.), Vancouver BC V5T 3J1",383,49.263837,-123.105173,2.0,0.9030373166891161,54.0,25.0
Cartems Donuterie,8.4,"2152 Main Mall (6th), Vancouver BC V6T 1Z4",377,49.263837,-123.105173,1.0,0.9287245546470376,82.0,73.0
AnnaLena,8.8,"1809 1st Ave W (btwn Cypress & Chestnut), Vancouver BC V6J 5B8",48,49.270721,-123.146175,,0.9640113069378308,84.0,75.0
Siegel's Bagels,8.8,"1883 Cornwall Ave (at Cypress St), Vancouver BC V6J 1C6",235,49.270721,-123.146175,1.0,0.9854869002674963,154.0,158.0
Romer's Burger Bar,8.7,"1873 4th Ave W (btwn Cypress & Burrard), Vancouver BC V6J 1M4",293,49.270721,-123.146175,2.0,0.9601980611257612,172.0,196.0
Rain or Shine Ice Cream,8.9,"1926 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",353,49.270721,-123.146175,3.0,0.9824894234599989,191.0,196.0
Fable,8.9,"1944 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",369,49.270721,-123.146175,2.0,0.930963176566561,251.0,202.0
Indian Oven Restaurant Ltd,8.8,"2006 4th Ave W (at Maple St), Vancouver BC V6J 1M9",436,49.270721,-123.146175,2.0,0.8782796759689628,10.0,41.0
Cineplex Cinemas,8.1,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",406,49.270721,-123.146175,,0.9763426988674091,84.0,131.0
Elysian Room,7.6,"1778 5th Ave W (at Burrard St), Vancouver BC V6J 1P2",395,49.270721,-123.146175,2.0,0.9349851074728235,47.0,60.0
Las Margaritas,7.4,"1999 4th Ave W (at Maple St), Vancouver BC V6J 1M7",401,49.270721,-123.146175,2.0,0.9737625922482973,211.0,172.0
Their There,8.0,"2042 4th Ave W, Vancouver BC V6J 1M9",477,49.270721,-123.146175,1.0,0.9531027679232039,45.0,28.0
Gyo Para Gyoza & Ramen Bar,8.0,"2120 Broadway W (Arbutus), Vancouver BC V6K 2C8",222,49.265605,-123.152566,,0.9361992752935819,22.0,18.0
Lululemon Athletica,8.8,"2123 4th Ave W (at Arbutus St), Vancouver BC V6K 1N7",300,49.265605,-123.152566,,0.9775568666881675,35.0,69.0
Indian Oven Restaurant Ltd,8.8,"2006 4th Ave W (at Maple St), Vancouver BC V6J 1M9",305,49.265605,-123.152566,2.0,0.8782796759689628,10.0,41.0
49th Parallel Coffee,8.5,"2198 4th Ave W (at Yew St), Vancouver BC V6K 1N6",318,49.265605,-123.152566,2.0,0.9863785547608659,435.0,351.0
Their There,8.0,"2042 4th Ave W, Vancouver BC V6J 1M9",290,49.265605,-123.152566,1.0,0.9531027679232039,45.0,28.0
O5 Tea Co,8.7,"2208 4th Ave W (at Yew), Vancouver BC V6K 1N8",350,49.265605,-123.152566,2.0,0.8767619661930147,82.0,47.0
Jam Cafe,8.0,"2153 4th Ave W, Vancouver BC V6K 1N7",319,49.265605,-123.152566,1.0,0.9749577886968565,33.0,19.0
Fable,8.9,"1944 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",367,49.265605,-123.152566,2.0,0.930963176566561,251.0,202.0
Rain or Shine Ice Cream,8.9,"1926 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",385,49.265605,-123.152566,3.0,0.9824894234599989,191.0,196.0
Au Comptoir,8.8,"2278 4th Ave W (btwn Vine & Yew), Vancouver BC V6K 1N8",433,49.265605,-123.152566,3.0,0.9408093187380243,85.0,48.0
Lululemon Athletica,8.8,"2123 4th Ave W (at Arbutus St), Vancouver BC V6K 1N7",117,49.267222,-123.153157,,0.9775568666881675,35.0,69.0
49th Parallel Coffee,8.5,"2198 4th Ave W (at Yew St), Vancouver BC V6K 1N6",154,49.267222,-123.153157,2.0,0.9863785547608659,435.0,351.0
Jam Cafe,8.0,"2153 4th Ave W, Vancouver BC V6K 1N7",136,49.267222,-123.153157,1.0,0.9749577886968565,33.0,19.0
O5 Tea Co,8.7,"2208 4th Ave W (at Yew), Vancouver BC V6K 1N8",194,49.267222,-123.153157,2.0,0.8767619661930147,82.0,47.0
Their There,8.0,"2042 4th Ave W, Vancouver BC V6J 1M9",161,49.267222,-123.153157,1.0,0.9531027679232039,45.0,28.0
Indian Oven Restaurant Ltd,8.8,"2006 4th Ave W (at Maple St), Vancouver BC V6J 1M9",208,49.267222,-123.153157,2.0,0.8782796759689628,10.0,41.0
Gravity Pope,7.6,"2205 4th Ave W (at Yew St.), Vancouver BC V6K 1N9",215,49.267222,-123.153157,,0.9710876287681888,23.0,28.0
Au Comptoir,8.8,"2278 4th Ave W (btwn Vine & Yew), Vancouver BC V6K 1N8",301,49.267222,-123.153157,3.0,0.9408093187380243,85.0,48.0
Fable,8.9,"1944 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",311,49.267222,-123.153157,2.0,0.930963176566561,251.0,202.0
Rain or Shine Ice Cream,8.9,"1926 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",331,49.267222,-123.153157,3.0,0.9824894234599989,191.0,196.0
Gyu-Kaku BBQ,8.5,"950 Broadway W (at Laurel St), Vancouver BC V5Z 1K7",132,49.262255,-123.126217,3.0,0.9322342585039176,60.0,81.0
Salmon n' Bannock,8.2,"1128 Broadway W, Vancouver BC V6H 1G5",279,49.262255,-123.126217,,0.9427443987023582,48.0,22.0
Dynasty Seafood Restaurant 皇朝海鮮酒家,7.6,"777 Broadway W, Vancouver BC V5Z 4J7",393,49.262255,-123.126217,1.0,0.9819961677828157,182.0,105.0
Charleson Park,8.9,"999 Charleson St, Vancouver BC",525,49.262255,-123.126217,,0.9949536149949726,332.0,59.0
Choklit Park,7.7,"2400 Spruce St (Spruce St), Vancouver BC V6H 2P3",446,49.262255,-123.126217,,0.9579594392062378,122.0,15.0
Wild Birds Unlimited Inc,8.2,"1302 Broadway W (at Birch Street), Vancouver BC V6H 1H2",567,49.262255,-123.126217,,0.8995086414600368,22.0,9.0
Elysian Coffee Broadway,8.2,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",652,49.262255,-123.126217,1.0,0.9569918992240709,171.0,199.0
Corduroy Pie Co,8.6,"758 16th Ave W (Willow), Vancouver BC V5Z 1S7",680,49.262255,-123.126217,1.0,0.8580372218322552,15.0,18.0
Caffe Cittadella,8.6,"2310 Ash St (at W 7th Ave), Vancouver BC V5Z 3C2",704,49.262255,-123.126217,2.0,0.9546204776991519,137.0,81.0
Cactus Club Cafe Broadway + Ash,7.6,"575 West Broadway (at Ash St), Vancouver BC V5Z 1E6",661,49.262255,-123.126217,3.0,0.9830965073703781,107.0,96.0
Loblaws Inc,7.9,"3185 Arbutus St (West 16th Avenue), Vancouver BC V6J 3Z3",30,49.257654,-123.153212,,0.9975906357306824,23.0,46.0
Tisol Pet Nutrition & Supply Stores,7.6,"2738 Arbutus St (11th Avenue), Vancouver BC V6J 3Y6",437,49.257654,-123.153212,,0.8651514864070118,14.0,11.0
Pete's Meat Inc,8.4,"2817 Arbutus St (12th Avenue), Vancouver BC V6J 0E6",533,49.257654,-123.153212,,0.9134336286543606,27.0,21.0
Trees Organic Coffee,7.5,"2655 Arbutus St (at West 10th), Vancouver BC V6J 3Y4",534,49.257654,-123.153212,1.0,0.9292557530686194,25.0,40.0
Connaught Park,8.5,"2690 Larch St (btwn 10th Ave & 12th Ave), Vancouver BC V6K 4K9",649,49.257654,-123.153212,,0.992164823281668,50.0,16.0
Gyo Para Gyoza & Ramen Bar,8.0,"2120 Broadway W (Arbutus), Vancouver BC V6K 2C8",667,49.257654,-123.153212,,0.9361992752935819,22.0,18.0
Edible Flours,8.0,"2280 West Broadway (btwn Vine & Yew), Vancouver BC V6K 2E3",717,49.257654,-123.153212,2.0,0.8002504221130314,27.0,20.0
Temaki Sushi,7.4,"2156 Broadway W (btwn Yew & Arbutus), Vancouver BC V6K 2C8",673,49.257654,-123.153212,2.0,0.9281174707366584,50.0,57.0
Platform 7 Coffee,8.0,"2300 Broadway W (Vine), Vancouver BC V6K 2E5",756,49.257654,-123.153212,1.0,0.9806871431010605,57.0,73.0
Blenz Coffee,7.4,"2502 Maple St (W Broadway), Vancouver BC V6J 0B4",692,49.257654,-123.153212,1.0,0.9808389140786553,29.0,31.0
Loblaws Inc,7.9,"3185 Arbutus St (West 16th Avenue), Vancouver BC V6J 3Z3",425,49.25919,-123.148268,,0.9975906357306824,23.0,46.0
Shoppers Drug Mart,7.6,"1780 West Broadway (Burrard St), Vancouver BC V6J 1Y1",547,49.25919,-123.148268,,0.9721120828669537,10.0,26.0
Gyo Para Gyoza & Ramen Bar,8.0,"2120 Broadway W (Arbutus), Vancouver BC V6K 2C8",618,49.25919,-123.148268,,0.9361992752935819,22.0,18.0
Pete's Meat Inc,8.4,"2817 Arbutus St (12th Avenue), Vancouver BC V6J 0E6",651,49.25919,-123.148268,,0.9134336286543606,27.0,21.0
Suika,8.7,"1626W Broadway W (btwn Fir & Pine), Vancouver BC V6J 1X6",678,49.25919,-123.148268,2.0,0.9723966534499441,488.0,219.0
Small Victory,8.9,"3070 Granville St, Vancouver BC V6H 3J8",709,49.25919,-123.148268,1.0,0.9595720058431826,41.0,27.0
Williams-Sonoma,8.4,"2903 Granville St (at West 13th), Vancouver BC V6H 3J6",683,49.25919,-123.148268,,0.882662062947013,14.0,18.0
Stable House Bistro,7.7,"1520 13th Ave W (at Granville St), Vancouver BC V6J 2G4",653,49.25919,-123.148268,,0.9279846711312629,49.0,22.0
Anthropologie,7.9,"2912 Granville St, Vancouver BC V6H 3J7",699,49.25919,-123.148268,,0.9305458063781753,37.0,31.0
Stanley Industrial Alliance Stage,8.6,"2750 Granville St (12th Avenue), Vancouver BC V6H 3J3",753,49.25919,-123.148268,,0.9520972851966383,143.0,47.0
Loblaws Inc,7.9,"3185 Arbutus St (West 16th Avenue), Vancouver BC V6J 3Z3",360,49.25741,-123.148531,,0.9975906357306824,23.0,46.0
Tisol Pet Nutrition & Supply Stores,7.6,"2738 Arbutus St (11th Avenue), Vancouver BC V6J 3Y6",566,49.25741,-123.148531,,0.8651514864070118,14.0,11.0
Small Victory,8.9,"3070 Granville St, Vancouver BC V6H 3J8",728,49.25741,-123.148531,1.0,0.9595720058431826,41.0,27.0
Williams-Sonoma,8.4,"2903 Granville St (at West 13th), Vancouver BC V6H 3J6",745,49.25741,-123.148531,,0.882662062947013,14.0,18.0
Pete's Meat Inc,8.4,"2817 Arbutus St (12th Avenue), Vancouver BC V6J 0E6",754,49.25741,-123.148531,,0.9134336286543606,27.0,21.0
Stable House Bistro,7.7,"1520 13th Ave W (at Granville St), Vancouver BC V6J 2G4",718,49.25741,-123.148531,,0.9279846711312629,49.0,22.0
Anthropologie,7.9,"2912 Granville St, Vancouver BC V6H 3J7",753,49.25741,-123.148531,,0.9305458063781753,37.0,31.0
Blenz Coffee,7.4,"2502 Maple St (W Broadway), Vancouver BC V6J 0B4",700,49.25741,-123.148531,1.0,0.9808389140786553,29.0,31.0
Gyo Para Gyoza & Ramen Bar,8.0,"2120 Broadway W (Arbutus), Vancouver BC V6K 2C8",777,49.25741,-123.148531,,0.9361992752935819,22.0,18.0
Burrard St Liquor Store,8.3,"2401 Burrard St (Burrard and 8th Ave), Vancouver BC V6J 3J3",813,49.25741,-123.148531,,0.9316840887101364,5.0,13.0
49th Parallel Café & Lucky's Doughnuts - THURLOW,8.9,"689 Thurlow St, Vancouver BC V6E 0A1",85,49.285953,-123.124066,1.0,0.9930754491472368,157.0,122.0
Muji 無印良品,9.0,"1125 Robson St (btwn Thurlow & Bute), Vancouver BC V6E 1B5",105,49.285953,-123.124066,,0.9870615241600424,66.0,41.0
Joe Fortes Seafood & Chop House,8.9,"777 Thurlow St (Robson St), Vancouver BC V6E 3V5",106,49.285953,-123.124066,3.0,0.9862647265276697,819.0,533.0
Ladurée,8.6,"1141 Robson St (btwn Thurlow & Bute), Vancouver BC V6E 1B5",126,49.285953,-123.124066,1.0,0.9570677847128682,107.0,50.0
Thierry,8.6,"1059 Alberni St (btwn Burrard & Thurlow), Vancouver BC V6E 1A1",142,49.285953,-123.124066,3.0,0.9749957314412552,1029.0,480.0
Coast Restaurant,8.2,"1054 Alberni St (btwn Burrard & Thurlow St.), Vancouver BC V6E 1A3",141,49.285953,-123.124066,2.0,0.9793401756749066,306.0,224.0
Zefferelli's,8.2,"1136 Robson St (btwn Bute and Thurlow), Vancouver BC V6E 1B2",145,49.285953,-123.124066,2.0,0.9635559940050464,77.0,79.0
BC Liquor Store,8.2,"768 Bute St (at Alberni), Vancouver BC V6E 4H6",153,49.285953,-123.124066,,0.9905901993891219,312.0,97.0
Red Robin Gourmet Burgers,8.2,"803 Thurlow St (Robson St), Vancouver BC V6E 1W1",176,49.285953,-123.124066,2.0,0.9840830187247444,392.0,308.0
Sephora,8.2,"1045 Robson St, Vancouver BC V6E 1A9",186,49.285953,-123.124066,,0.9872132951376373,52.0,67.0
Cazba Restaurant,7.6,"1103 Davie St (at Thurlow St.), Vancouver BC V6E 1N2",35,49.280881,-123.130672,2.0,0.9483599248733661,134.0,126.0
Samurai Japanese Restaurant,7.8,"1108 Davie St (btwn Bute & Thurlow), Vancouver BC V6E 1N1",66,49.280881,-123.130672,2.0,0.9739143632258921,150.0,157.0
